contig,BB_1_1_S79,BB_1_2_S80,BB_2_1_S14,BB_2_2_S31,BB_3_1_S81,BB_4_1_S82,BB_4_2_S83,BB_5_1_S84,BB_5_2_S85,JP_1_1_S88,JP_1_2_S89,JP_2_1_S44,JP_2_2_S32,JP_3_1_S45,JP_3_2_S46,McL_1_1_S77,McL_1_2_S78,McL_3_1_S30,McL_3_2_S13,McL_5_1_S40,McL_5_2_S41,McL_6_1_S42,McL_6_2_S43,QR_1_1_S74,QR_1_2_S75,QR_2_2_S76,SCC_1_1_S37,SCC_1_2_S73,SCC_2_1_S38,SCC_2_2_S39
McL_3_1_S30_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.769926045,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.220498408,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.938387614,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14475521,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09965609,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519300609,5.682929825,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75312534,12.00618243,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05330794,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.28916045,30.47177507,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.80296626,11.43289643,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.495215905,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.897407621,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8013783,4.621629981,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83360299,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.41110309,6.640895779,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.18148839,4.179378295,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.72058644,6.105209415,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.612448805,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.879346851,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.939458511,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.23104923,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.21642606,35.87379302,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.82895945,5.149327506,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9385915,8.411899733,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0008996,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.12042984,10.54847989,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.11676261,2.156031242,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51813145,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.755354365,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4303698,8.577407629,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.32237513,70.77346873,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.099459563,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.96835753,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.781547762,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.714694905,0,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.695570594,5.159313554,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9039339,3.699005955,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07273072,2.115739708,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.190513777,9.806907261,0,0,0,0,0,0,0,0,0,0,0
McL_3_1_S30_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.267393039,2.949791828,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.046355505,9.024348416,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26229393,8.22424886,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.585749381,8.258201425,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85866685,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.51297717,45.19676769,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.124513224,15.53368886,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.049203528,14.97707522,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.09728389,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.367526769,8.540415833,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.135493874,5.333939146,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49641333,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.460897235,8.143926298,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.253466103,12.25956755,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.083103401,10.60579112,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.877944265,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.824378562,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.394678089,9.294579566,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.257593578,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17536645,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.621867253,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.10523236,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65263567,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16429191,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.08336702,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5348061,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.658963309,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.687265777,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.383916032,13.11011836,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.819000587,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.208103321,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17509347,12.15710202,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.106233861,12.62514376,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.927836794,19.34731728,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094619499,6.565870164,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.927006557,11.14616659,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.00079836,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.632461147,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.47904052,62.1802571,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564633029,6.016550673,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61154548,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.375695262,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.282412939,19.4918979,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42751264,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.14820417,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.040945556,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04347806,15.13676515,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.751679783,9.527471579,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.197329948,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.616684579,20.18215092,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.70958844,9.537891803,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17890927,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.140099741,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.872707594,9.524606017,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_212_fragment_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76263101,9.273478612,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53651377,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.863307545,13.67472085,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23812507,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08387671,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.398521303,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.970714243,8.331142995,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245544713,15.38016422,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.238657696,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11839094,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.30120779,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.317693208,6.404183017,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.284008905,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63694144,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.264893544,0,0,0,1.891592676,0,0,0,0,0,0,0
McL_3_2_S13_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.877467784,11.98968374,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.475370653,4.971836352,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19196911,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87680097,11.64416647,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.749884268,7.467914247,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.460868979,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.598253886,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.395152156,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975693025,17.34793675,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.669615,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.783233981,18.35218586,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.369437319,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.505942257,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28074954,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.748131445,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936723462,18.7020449,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.798038966,8.147052365,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95794243,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.543822499,7.797540676,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.293450708,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.940975,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.468782599,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.793442,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.588691989,11.89850678,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.597379725,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.694721987,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73427818,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.918334251,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10254089,10.2579293,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06873928,8.154433358,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7603694,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5534292,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14157013,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55375941,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15988655,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5290288,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.467347322,9.960605569,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.30506339,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.206560439,14.55618499,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082632262,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.789389783,5.483728,2.232262732,0,0,0,0,0,0,0,0,0
McL_3_2_S13_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65604547,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.82819438,78.10574639,0,0,0,4.501710852,0,2.773551626,0,0,0,0,0
McL_3_2_S13_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.100541493,11.39729399,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.760207347,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.020373345,8.797534867,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.456544644,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52416603,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.191803387,0,10.80290703,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.415073501,7.051886792,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481187028,16.0481006,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.338816916,10.5815641,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79253209,18.77932823,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.398593331,7.419633874,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21826304,0,0,0,1.825936656,0,0,0,0,0,0,0
McL_3_2_S13_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.863095445,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.306736494,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.574746664,12.06488303,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.004989974,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.984874482,19.17816231,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.05181457,24.87238071,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.275434759,12.636606,0,0,0,0,0,0,0,0,0,0,0
McL_3_2_S13_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.622497277,12.61533138,0,0,0,0,0,0,0,0,0,0,0
McL_5_1_S40_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61055057,0,0,0,0,0,0,0,0,0,0
McL_5_1_S40_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88445464,0,0,0,0,0,0,0,0,0,0
McL_5_1_S40_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.91074863,3.957620762,0,0,0,0,0,0,0,0,0
McL_5_1_S40_105,0,0,0,0,0,0,0,0,0,0,0,0,0,2.428790649,1.624645158,0,6.875529155,0,0,3.085637595,1.738963167,0,0,0,0,0,0,0,0,0
